designacao,cre,alf_le_resultado,alf_le_meta_2026,alf_le_crescimento_esperado,alf_mat_resultado,alf_mat_meta_2026,alf_mat_crescimento_esperado,iderio_4_resultado,iderio_4_meta_2026,iderio_4_crescimento_esperado,iderio_5_resultado,iderio_5_meta_2026,iderio_5_crescimento_esperado,indicador_rendimento_ai_resultado,indicador_rendimento_ai_meta_2026,indicador_rendimento_ai_crescimento_esperado,iderio_8_resultado,iderio_8_meta_2026,iderio_8_crescimento_esperado,iderio_9_resultado,iderio_9_meta_2026,iderio_9_crescimento_esperado,indicador_rendimento_af_resultado,indicador_rendimento_af_meta_2026,indicador_rendimento_af_crescimento_esperado
817037,8,51.0,58.0,7.0,57.0,61.0,4.0,5.4,5.9,0.5,,,,,,,,,,,,,,,
817038,8,83.0,85.0,2.0,98.0,98.0,0.0,5.5,5.9,0.4,5.6,6.3,0.7,,,,,,,,,,,,
817039,8,58.0,64.0,6.0,83.0,85.0,2.0,5.4,5.9,0.5,5.7,6.4,0.7,,,,,,,,,,,,
817040,8,91.0,92.0,1.0,98.0,98.0,0.0,5.4,5.9,0.5,,,,,,,,,,,,,,,
817041,8,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.7,5.3,0.6,,,
817042,8,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.7,5.3,0.6,,,
817043,8,,,,,,,,,,,,,,,,4.1,4.8,0.7,4.5,5.2,0.7,,,
817044,8,71.0,75.0,4.0,66.0,70.0,4.0,5.2,5.8,0.6,5.7,6.4,0.7,,,,,,,,,,,,
817045,8,93.0,93.0,0.0,96.0,96.0,0.0,5.4,5.8,0.4,6.9,7.1,0.2,,,,,,,,,,,,
817046,8,84.0,86.0,2.0,99.0,99.0,0.0,5.3,5.8,0.5,5.7,6.3,0.6,,,,,,,,,,,,
817047,8,87.0,88.0,1.0,86.0,88.0,2.0,5.5,5.9,0.4,6.7,7.0,0.3,,,,,,,,,,,,
817048,8,,,,,,,,,,,,,,,,4.4,5.0,0.6,4.6,5.3,0.7,,,
817049,8,60.0,65.0,5.0,69.0,72.0,3.0,5.8,6.0,0.2,6.3,6.8,0.5,,,,,,,,,,,,
817050,8,78.0,81.0,3.0,72.0,75.0,3.0,5.0,5.6,0.6,6.2,6.7,0.5,,,,,,,,,,,,
817052,8,76.0,79.0,3.0,94.0,95.0,1.0,5.5,6.0,0.5,6.4,6.8,0.4,,,,,,,,,,,,
817054,8,,,,,,,,,,,,,,,,4.9,5.1,0.2,5.2,5.6,0.4,,,
817055,8,71.0,75.0,4.0,71.0,74.0,3.0,5.9,6.0,0.1,6.3,6.7,0.4,,,,,,,,,,,,
817056,8,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.1,5.6,0.5,,,
817057,8,77.0,80.0,3.0,54.0,60.0,6.0,5.3,5.8,0.5,6.2,6.7,0.5,,,,,,,,,,,,
817058,8,75.0,78.0,3.0,64.0,68.0,4.0,5.2,5.8,0.6,6.2,6.7,0.5,,,,,,,,,,,,
817059,8,76.0,79.0,3.0,65.0,69.0,4.0,5.1,5.7,0.6,5.1,6.0,0.9,,,,,,,,,,,,
817060,8,37.0,50.0,13.0,96.0,96.0,0.0,5.7,6.0,0.3,5.4,6.2,0.8,,,,,,,,,,,,
817061,8,59.0,64.0,5.0,44.0,60.0,16.0,5.2,5.8,0.6,5.6,6.3,0.7,,,,,,,,,,,,
817062,8,,,,,,,,,,,,,,,,4.4,5.0,0.6,4.5,5.3,0.8,,,
817063,8,88.0,89.0,1.0,96.0,96.0,0.0,5.3,5.8,0.5,6.0,6.6,0.6,,,,,,,,,,,,
817064,8,48.0,55.0,7.0,47.0,60.0,13.0,5.7,6.0,0.3,5.1,5.9,0.8,,,,,,,,,,0.99,0.99,0.0
817065,8,71.0,75.0,4.0,96.0,96.0,0.0,5.6,6.0,0.4,5.4,6.2,0.8,,,,,,,,,,,,
817066,8,,,,,,,,,,,,,,,,3.8,4.6,0.8,4.8,5.3,0.5,,,
817067,8,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.3,5.1,0.8,,,
817069,8,73.0,76.0,3.0,100.0,100.0,0.0,5.7,6.0,0.3,6.9,7.1,0.2,,,,,,,,,,,,
817070,8,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.7,5.3,0.6,,,
817071,8,,,,,,,,,,,,,,,,3.7,4.5,0.8,4.3,5.0,0.7,,,
817072,8,40.0,50.0,10.0,55.0,60.0,5.0,4.9,5.5,0.6,5.7,6.4,0.7,,,,,,,,,,,,
817074,8,,,,,,,,,,,,,,,,4.3,4.8,0.5,4.4,5.1,0.7,,,
817075,8,,,,,,,,,,,,,,,,4.1,4.7,0.6,5.0,5.5,0.5,,,
817076,8,,,,,,,,,,,,,,,,3.5,4.3,0.8,4.0,4.8,0.8,,,
817077,8,49.0,56.0,7.0,56.0,60.0,4.0,5.7,6.0,0.3,5.8,6.4,0.6,,,,,,,,,,,,
817078,8,69.0,73.0,4.0,94.0,95.0,1.0,5.5,5.9,0.4,6.3,6.7,0.4,,,,,,,,,,,,
817079,8,64.0,69.0,5.0,98.0,98.0,0.0,5.4,5.9,0.5,6.1,6.6,0.5,,,,,,,,,,,,
817080,8,72.0,76.0,4.0,64.0,68.0,4.0,5.2,5.7,0.5,5.9,6.5,0.6,,,,,,,,,,,,
817081,8,62.0,67.0,5.0,89.0,90.0,1.0,5.1,5.7,0.6,5.0,5.9,0.9,,,,,,,,,,,,
817082,8,52.0,58.0,6.0,68.0,71.0,3.0,4.8,5.4,0.6,5.7,6.4,0.7,,,,,,,,,,,,
817083,8,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.1,5.5,0.4,,,
817084,8,,,,,,,,,,,,,,,,5.2,5.3,0.1,5.3,5.6,0.3,,,
817127,8,100.0,100.0,0.0,100.0,100.0,0.0,6.0,6.1,0.1,7.7,7.5,0.0,,,,,,,,,,,,
817128,8,59.0,64.0,5.0,95.0,95.0,0.0,5.4,5.9,0.5,5.0,5.9,0.9,,,,,,,,,,0.98,0.98,0.0
817132,8,52.0,58.0,6.0,62.0,66.0,4.0,5.3,5.8,0.5,6.0,6.6,0.6,,,,4.6,5.0,0.4,4.7,5.3,0.6,,,
817133,8,73.0,76.0,3.0,100.0,100.0,0.0,5.3,5.8,0.5,5.4,6.2,0.8,,,,,,,,,,,,
817202,8,65.0,70.0,5.0,66.0,70.0,4.0,5.3,5.8,0.5,6.6,7.0,0.4,,,,,,,,,,,,
817207,8,66.0,70.0,4.0,90.0,91.0,1.0,4.7,5.3,0.6,5.2,6.0,0.8,,,,,,,,,,,,
817501,8,60.0,65.0,5.0,91.0,92.0,1.0,4.6,5.2,0.6,5.7,6.4,0.7,,,,,,,,,,,,
817502,8,74.0,77.0,3.0,100.0,100.0,0.0,5.1,5.7,0.6,6.2,6.7,0.5,,,,,,,,,,,,
817503,8,82.0,84.0,2.0,87.0,89.0,2.0,5.4,5.9,0.5,6.0,6.6,0.6,,,,,,,,,,,,
817504,8,66.0,70.0,4.0,63.0,67.0,4.0,5.2,5.8,0.6,5.9,6.5,0.6,,,,,,,,,,,,
817505,8,71.0,75.0,4.0,93.0,94.0,1.0,4.8,5.4,0.6,5.4,6.1,0.7,,,,,,,,,,,,
817506,8,48.0,55.0,7.0,68.0,71.0,3.0,4.6,5.2,0.6,6.4,6.9,0.5,,,,,,,,,,,,
817507,8,88.0,89.0,1.0,100.0,100.0,0.0,4.9,5.5,0.6,5.3,6.0,0.7,,,,,,,,,,0.99,0.99,0.0
817508,8,75.0,78.0,3.0,88.0,90.0,2.0,4.6,5.2,0.6,6.2,6.7,0.5,,,,,,,,,,,,
817509,8,53.0,59.0,6.0,84.0,86.0,2.0,4.7,5.3,0.6,5.0,5.9,0.9,,,,,,,,,,,,
833001,8,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.7,5.3,0.6,,,
833002,8,52.0,58.0,6.0,62.0,66.0,4.0,4.8,5.4,0.6,5.5,6.2,0.7,,,,,,,,,,,,
833004,8,73.0,76.0,3.0,96.0,96.0,0.0,5.6,6.0,0.4,7.1,7.3,0.2,,,,,,,,,,0.99,0.99,0.0
833007,8,,,,,,,,,,,,,,,,4.4,5.0,0.6,4.7,5.4,0.7,,,
833009,8,78.0,81.0,3.0,70.0,73.0,3.0,5.8,6.0,0.2,6.5,6.9,0.4,,,,,,,,,,,,
833010,8,,,,,,,,,,,,,,,,5.1,5.3,0.2,5.6,5.8,0.2,,,
833011,8,,,,,,,,,,,,,,,,5.3,5.4,0.1,5.0,5.5,0.5,,,
833012,8,77.0,80.0,3.0,72.0,75.0,3.0,5.2,5.8,0.6,6.8,7.1,0.3,,,,,,,,,,0.99,0.99,0.0
833013,8,53.0,59.0,6.0,43.0,60.0,17.0,5.5,6.0,0.5,6.1,6.6,0.5,,,,,,,,,,,,
833014,8,67.0,71.0,4.0,94.0,95.0,1.0,5.1,5.7,0.6,5.1,5.9,0.8,,,,,,,,,,,,
833016,8,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.3,5.6,0.3,,,
833017,8,,,,,,,,,,,,,,,,4.3,4.8,0.5,4.0,4.8,0.8,,,
833018,8,,,,,,,,,,,,,,,,5.0,5.2,0.2,4.8,5.3,0.5,,,
833019,8,,,,,,,,,,,,,,,,3.9,4.6,0.7,4.8,5.3,0.5,,,
833020,8,63.0,68.0,5.0,100.0,100.0,0.0,5.8,6.0,0.2,6.8,7.0,0.2,,,,,,,,,,0.99,0.99,0.0
833021,8,78.0,81.0,3.0,98.0,98.0,0.0,5.1,5.7,0.6,4.6,5.6,1.0,,,,,,,,,,,,
833022,8,,,,,,,,,,,,,,,,5.6,5.7,0.1,6.2,6.3,0.1,,,
833023,8,67.0,71.0,4.0,76.0,79.0,3.0,5.4,5.9,0.5,5.8,6.5,0.7,,,,,,,,,,,,
833024,8,84.0,86.0,2.0,68.0,71.0,3.0,5.4,5.9,0.5,6.1,6.6,0.5,,,,3.9,4.6,0.7,4.0,4.8,0.8,,,
833025,8,,,,,,,,,,,,,,,,3.6,4.4,0.8,4.5,5.1,0.6,,,
833026,8,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.0,5.5,0.5,,,
833027,8,46.0,53.0,7.0,62.0,66.0,4.0,5.4,5.9,0.5,6.0,6.5,0.5,,,,,,,,,,,,
833029,8,51.0,58.0,7.0,51.0,60.0,9.0,4.9,5.5,0.6,5.7,6.3,0.6,,,,,,,,,,,,
833030,8,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.7,5.2,0.5,,,
833031,8,,,,,,,,,,,,,,,,5.3,5.4,0.1,5.6,5.8,0.2,,,
833032,8,61.0,66.0,5.0,50.0,60.0,10.0,5.2,5.8,0.6,5.6,6.3,0.7,,,,,,,,,,,,
833033,8,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.5,5.2,0.7,,,
833034,8,71.0,75.0,4.0,82.0,84.0,2.0,5.8,6.0,0.2,5.9,6.6,0.7,,,,,,,,,,,,
833035,8,71.0,75.0,4.0,73.0,76.0,3.0,5.4,5.8,0.4,6.0,6.5,0.5,,,,,,,,,,,,
833036,8,70.0,74.0,4.0,72.0,75.0,3.0,6.2,6.2,0.0,6.3,6.7,0.4,,,,,,,,,,,,
833037,8,88.0,89.0,1.0,94.0,95.0,1.0,5.6,6.0,0.4,7.4,7.5,0.1,,,,,,,,,,,,
833038,8,96.0,96.0,0.0,100.0,100.0,0.0,5.7,6.0,0.3,7.1,7.2,0.1,,,,,,,,,,0.99,0.99,0.0
833039,8,,,,,,,,,,,,,,,,4.1,4.8,0.7,4.7,5.3,0.6,,,
833040,8,,,,,,,,,,,,,,,,4.5,5.0,0.5,4.6,5.2,0.6,,,
833041,8,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.8,5.3,0.5,,,
833042,8,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.9,5.4,0.5,,,
833043,8,86.0,88.0,2.0,100.0,100.0,0.0,6.3,6.2,0.0,6.3,6.8,0.5,,,,,,,,,,,,
833045,8,76.0,79.0,3.0,83.0,85.0,2.0,5.4,5.9,0.5,5.8,6.4,0.6,,,,,,,,,,,,
833048,8,85.0,87.0,2.0,93.0,94.0,1.0,5.8,6.1,0.3,6.8,7.1,0.3,,,,,,,,,,,,
833201,8,66.0,70.0,4.0,68.0,71.0,3.0,4.6,5.2,0.6,5.3,6.2,0.9,,,,,,,,,,,,
833501,8,79.0,82.0,3.0,91.0,92.0,1.0,6.3,6.2,0.0,6.8,7.0,0.2,,,,,,,,,,0.97,0.97,0.0
833502,8,81.0,83.0,2.0,95.0,95.0,0.0,4.9,5.5,0.6,7.3,7.4,0.1,,,,,,,,,,0.99,0.99,0.0
833503,8,47.0,54.0,7.0,47.0,60.0,13.0,5.2,5.8,0.6,5.9,6.5,0.6,,,,,,,,,,,,
833504,8,86.0,88.0,2.0,88.0,90.0,2.0,4.6,5.2,0.6,5.6,6.3,0.7,,,,,,,,,,,,
833505,8,77.0,80.0,3.0,67.0,70.0,3.0,5.2,5.8,0.6,6.8,7.1,0.3,,,,,,,,,,,,
918001,9,,,,,,,,,,,,,,,,4.5,5.0,0.5,5.1,5.5,0.4,,,
918002,9,57.0,63.0,6.0,75.0,78.0,3.0,4.8,5.4,0.6,5.8,6.4,0.6,,,,,,,,,,,,
918003,9,100.0,100.0,0.0,85.0,87.0,2.0,5.1,5.7,0.6,7.2,7.3,0.1,,,,,,,,,,,,
918004,9,86.0,88.0,2.0,92.0,93.0,1.0,5.8,6.1,0.3,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
918005,9,82.0,84.0,2.0,80.0,82.0,2.0,5.4,5.9,0.5,6.7,7.0,0.3,,,,,,,,,,0.99,0.99,0.0
918006,9,71.0,75.0,4.0,78.0,81.0,3.0,6.3,6.2,0.0,6.3,6.8,0.5,,,,,,,,,,,,
918007,9,,,,,,,,,,,,,,,,4.4,4.9,0.5,5.1,5.5,0.4,,,
918008,9,70.0,74.0,4.0,100.0,100.0,0.0,5.8,6.1,0.3,6.7,7.0,0.3,,,,,,,,,,0.99,0.99,0.0
918009,9,62.0,67.0,5.0,70.0,73.0,3.0,5.7,6.0,0.3,6.1,6.6,0.5,,,,,,,,,,,,
918010,9,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.7,5.3,0.6,,,
918011,9,75.0,78.0,3.0,81.0,83.0,2.0,5.4,5.9,0.5,6.1,6.6,0.5,,,,,,,,,,0.99,0.99,0.0
918012,9,55.0,61.0,6.0,53.0,60.0,7.0,5.3,5.9,0.6,5.6,6.3,0.7,,,,,,,,,,,,
918013,9,,,,,,,,,,,,,,,,5.2,5.3,0.1,5.6,5.8,0.2,,,
918016,9,78.0,81.0,3.0,85.0,87.0,2.0,5.2,5.8,0.6,7.3,7.4,0.1,,,,,,,,,,0.99,0.99,0.0
918017,9,85.0,87.0,2.0,92.0,93.0,1.0,6.0,6.2,0.2,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
918019,9,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.2,5.6,0.4,,,
918020,9,,,,,,,,,,,,,,,,5.1,5.2,0.1,5.5,5.7,0.2,,,
918021,9,81.0,83.0,2.0,87.0,89.0,2.0,6.2,6.2,0.0,6.6,7.0,0.4,,,,,,,,,,0.99,0.99,0.0
918022,9,69.0,73.0,4.0,60.0,64.0,4.0,5.3,5.8,0.5,6.4,6.8,0.4,,,,,,,,,,,,
918024,9,76.0,79.0,3.0,94.0,95.0,1.0,5.3,5.8,0.5,6.7,7.0,0.3,,,,,,,,,,0.99,0.99,0.0
918025,9,92.0,93.0,1.0,74.0,77.0,3.0,6.2,6.2,0.0,6.3,6.8,0.5,,,,,,,,,,,,
918026,9,75.0,78.0,3.0,85.0,87.0,2.0,5.5,5.9,0.4,6.5,6.9,0.4,,,,,,,,,,,,
918027,9,,,,,,,,,,,,,,,,4.7,5.1,0.4,5.0,5.5,0.5,,,
918028,9,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.0,5.5,0.5,,,
918029,9,63.0,68.0,5.0,70.0,73.0,3.0,5.7,6.0,0.3,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
918030,9,93.0,93.0,0.0,77.0,80.0,3.0,5.9,6.1,0.2,7.4,7.5,0.1,,,,,,,,,,,,
918031,9,83.0,85.0,2.0,70.0,73.0,3.0,6.4,6.2,0.0,6.8,7.1,0.3,,,,,,,,,,,,
918032,9,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.1,5.5,0.4,,,
918033,9,,,,,,,,,,,,,,,,4.5,5.0,0.5,5.4,5.7,0.3,,,
918034,9,,,,,,,,,,,,,,,,4.8,5.1,0.3,4.8,5.3,0.5,,,
918035,9,69.0,73.0,4.0,90.0,91.0,1.0,5.6,6.0,0.4,6.4,6.8,0.4,,,,,,,,,,,,
918036,9,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.2,5.6,0.4,,,
918037,9,71.0,75.0,4.0,68.0,71.0,3.0,5.4,5.9,0.5,5.7,6.4,0.7,,,,,,,,,,,,
918038,9,69.0,73.0,4.0,69.0,72.0,3.0,5.9,6.1,0.2,7.0,7.2,0.2,,,,,,,,,,,,
918039,9,98.0,98.0,0.0,98.0,98.0,0.0,5.1,5.7,0.6,6.6,7.0,0.4,,,,,,,,,,,,
918040,9,71.0,75.0,4.0,100.0,100.0,0.0,6.2,6.2,0.0,6.2,6.7,0.5,,,,,,,,,,,,
918041,9,65.0,70.0,5.0,87.0,89.0,2.0,5.5,5.9,0.4,5.9,6.5,0.6,,,,,,,,,,,,
918042,9,,,,,,,,,,,,,,,,4.7,5.0,0.3,4.9,5.4,0.5,,,
918043,9,75.0,78.0,3.0,100.0,100.0,0.0,5.1,5.7,0.6,6.7,7.0,0.3,,,,,,,,,,,,
918044,9,86.0,88.0,2.0,80.0,82.0,2.0,5.3,5.8,0.5,6.6,7.0,0.4,,,,,,,,,,,,
918045,9,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.2,5.6,0.4,,,
918046,9,79.0,82.0,3.0,97.0,97.0,0.0,5.0,5.6,0.6,6.5,6.9,0.4,,,,,,,,,,,,
918047,9,70.0,74.0,4.0,73.0,76.0,3.0,5.6,5.9,0.3,6.4,6.8,0.4,,,,,,,,,,,,
918048,9,,,,,,,,,,,,,,,,4.7,5.1,0.4,5.0,5.5,0.5,,,
918049,9,68.0,72.0,4.0,66.0,70.0,4.0,5.3,5.8,0.5,6.6,6.9,0.3,,,,,,,,,,,,
918051,9,81.0,83.0,2.0,100.0,100.0,0.0,6.2,6.2,0.0,6.4,6.9,0.5,,,,,,,,,,,,
918052,9,48.0,55.0,7.0,59.0,63.0,4.0,5.1,5.7,0.6,5.5,6.3,0.8,,,,,,,,,,,,
918053,9,65.0,70.0,5.0,72.0,75.0,3.0,5.8,6.1,0.3,6.4,6.9,0.5,,,,,,,,,,0.98,0.98,0.0
918054,9,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.2,5.6,0.4,,,
918055,9,71.0,75.0,4.0,80.0,82.0,2.0,6.6,6.3,0.0,7.1,7.3,0.2,,,,,,,,,,,,
918056,9,63.0,68.0,5.0,82.0,84.0,2.0,5.6,6.0,0.4,6.0,6.6,0.6,,,,,,,,,,0.99,0.99,0.0
918057,9,56.0,62.0,6.0,63.0,67.0,4.0,5.5,5.9,0.4,6.0,6.6,0.6,,,,,,,,,,,,
918058,9,79.0,82.0,3.0,92.0,93.0,1.0,5.8,6.0,0.2,6.4,6.8,0.4,,,,,,,,,,,,
918059,9,91.0,92.0,1.0,97.0,97.0,0.0,6.0,6.1,0.1,7.0,7.2,0.2,,,,,,,,,,0.99,0.99,0.0
918060,9,73.0,76.0,3.0,92.0,93.0,1.0,5.6,6.0,0.4,6.4,6.8,0.4,,,,,,,,,,,,
918061,9,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.4,5.7,0.3,,,
918062,9,79.0,82.0,3.0,81.0,83.0,2.0,6.3,6.2,0.0,5.7,6.4,0.7,,,,,,,,,,,,
918064,9,88.0,89.0,1.0,94.0,95.0,1.0,5.7,6.0,0.3,6.6,6.9,0.3,,,,,,,,,,,,
918065,9,73.0,76.0,3.0,82.0,84.0,2.0,5.3,5.8,0.5,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
918068,9,85.0,87.0,2.0,97.0,97.0,0.0,6.2,6.2,0.0,6.2,6.6,0.4,,,,,,,,,,0.99,0.99,0.0
918069,9,,,,,,,,,,,,,,,,4.1,4.8,0.7,5.0,5.5,0.5,,,
918070,9,,,,,,,,,,,,,,,,5.7,5.8,0.1,6.1,6.2,0.1,,,
918071,9,,,,,,,,,,,,,,,,4.5,5.0,0.5,5.5,5.8,0.3,,,
918072,9,94.0,94.0,0.0,100.0,100.0,0.0,5.1,5.7,0.6,6.0,6.6,0.6,,,,,,,,,,,,
918073,9,99.0,99.0,0.0,100.0,100.0,0.0,5.8,6.1,0.3,6.4,6.8,0.4,,,,,,,,,,0.99,0.99,0.0
918074,9,,,,,,,,,,,,,,,,5.6,5.7,0.1,6.0,6.1,0.1,,,
918075,9,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.3,5.7,0.4,,,
918076,9,,,,,,,,,,,,,,,,5.2,5.3,0.1,5.8,5.9,0.1,,,
918077,9,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.2,5.6,0.4,,,
918078,9,,,,,,,,,,,,,,,,5.2,5.3,0.1,5.3,5.6,0.3,,,
918079,9,61.0,66.0,5.0,55.0,60.0,5.0,4.9,5.5,0.6,6.6,7.0,0.4,,,,,,,,,,,,
918080,9,65.0,70.0,5.0,79.0,82.0,3.0,5.7,6.0,0.3,6.6,7.0,0.4,,,,,,,,,,,,
918081,9,,,,,,,,,,,,,,,,4.0,4.7,0.7,4.5,5.1,0.6,,,
918083,9,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.2,5.6,0.4,,,
918084,9,,,,,,,,,,,,,,,,4.9,5.2,0.3,4.9,5.4,0.5,,,
918085,9,63.0,68.0,5.0,74.0,77.0,3.0,5.6,6.0,0.4,6.1,6.6,0.5,,,,,,,,,,,,
918086,9,54.0,60.0,6.0,81.0,83.0,2.0,5.2,5.8,0.6,5.2,6.0,0.8,,,,,,,,,,0.99,0.99,0.0
918087,9,74.0,77.0,3.0,75.0,78.0,3.0,6.0,6.1,0.1,5.9,6.4,0.5,,,,,,,,,,,,
918088,9,58.0,64.0,6.0,69.0,72.0,3.0,5.3,5.9,0.6,5.7,6.3,0.6,,,,,,,,,,,,
918094,9,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.6,5.8,0.2,,,
918095,9,75.0,78.0,3.0,82.0,84.0,2.0,4.4,5.0,0.6,5.7,6.4,0.7,,,,,,,,,,,,
918096,9,58.0,64.0,6.0,85.0,87.0,2.0,5.5,5.9,0.4,6.0,6.6,0.6,,,,,,,,,,0.99,0.99,0.0
918097,9,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.8,5.4,0.6,,,
918098,9,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.0,5.5,0.5,,,
918099,9,85.0,87.0,2.0,83.0,85.0,2.0,5.4,5.9,0.5,6.9,7.2,0.3,,,,,,,,,,0.99,0.99,0.0
918100,9,83.0,85.0,2.0,92.0,93.0,1.0,6.2,6.2,0.0,6.4,6.8,0.4,,,,,,,,,,,,
918101,9,55.0,61.0,6.0,75.0,78.0,3.0,5.5,5.9,0.4,6.4,6.9,0.5,,,,,,,,,,0.99,0.99,0.0
918102,9,74.0,77.0,3.0,79.0,82.0,3.0,5.7,6.0,0.3,6.2,6.7,0.5,,,,,,,,,,,,
918103,9,,,,,,,,,,,,,,,,3.9,4.6,0.7,4.7,5.3,0.6,,,
918104,9,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.6,5.2,0.6,,,
918105,9,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.2,5.6,0.4,,,
918201,9,57.0,63.0,6.0,72.0,75.0,3.0,5.7,6.0,0.3,5.3,6.2,0.9,,,,,,,,,,0.99,0.99,0.0
918203,9,75.0,78.0,3.0,72.0,75.0,3.0,5.9,6.1,0.2,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
918205,9,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.3,5.7,0.4,,,
918501,9,77.0,80.0,3.0,86.0,88.0,2.0,6.0,6.1,0.1,7.9,7.6,0.0,,,,,,,,,,,,
918502,9,62.0,67.0,5.0,87.0,89.0,2.0,5.5,5.9,0.4,6.0,6.6,0.6,,,,,,,,,,,,
918503,9,66.0,70.0,4.0,62.0,66.0,4.0,6.2,6.2,0.0,5.8,6.4,0.6,,,,,,,,,,,,
918504,9,98.0,98.0,0.0,91.0,92.0,1.0,6.2,6.2,0.0,6.8,7.1,0.3,,,,,,,,,,0.99,0.99,0.0
918505,9,79.0,82.0,3.0,89.0,90.0,1.0,5.6,6.0,0.4,6.3,6.7,0.4,,,,,,,,,,0.99,0.99,0.0
918506,9,85.0,87.0,2.0,60.0,64.0,4.0,5.7,6.0,0.3,6.4,6.9,0.5,,,,,,,,,,0.99,0.99,0.0
918507,9,79.0,82.0,3.0,63.0,67.0,4.0,5.4,5.9,0.5,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
918508,9,91.0,92.0,1.0,92.0,93.0,1.0,5.1,5.7,0.6,6.0,6.6,0.6,,,,,,,,,,,,
918509,9,80.0,82.0,2.0,93.0,94.0,1.0,6.0,6.1,0.1,7.2,7.3,0.1,,,,,,,,,,,,
918510,9,51.0,58.0,7.0,50.0,60.0,10.0,5.6,6.0,0.4,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
918511,9,82.0,84.0,2.0,80.0,82.0,2.0,5.2,5.7,0.5,6.4,6.8,0.4,,,,,,,,,,,,
1019001,10,65.0,70.0,5.0,73.0,76.0,3.0,5.5,5.9,0.4,5.5,6.2,0.7,,,,,,,,,,0.99,0.99,0.0
1019002,10,92.0,93.0,1.0,100.0,100.0,0.0,5.4,5.9,0.5,5.7,6.4,0.7,,,,,,,,,,,,
1019003,10,70.0,74.0,4.0,88.0,90.0,2.0,5.8,6.1,0.3,6.3,6.7,0.4,,,,,,,,,,,,
1019004,10,79.0,82.0,3.0,99.0,99.0,0.0,6.3,6.2,0.0,6.7,7.0,0.3,,,,,,,,,,,,
1019005,10,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.0,5.5,0.5,,,
1019006,10,66.0,70.0,4.0,67.0,70.0,3.0,5.2,5.8,0.6,6.1,6.7,0.6,,,,,,,,,,0.99,0.99,0.0
1019007,10,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.7,5.2,0.5,,,
1019008,10,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.6,5.2,0.6,,,
1019009,10,92.0,93.0,1.0,95.0,95.0,0.0,6.0,6.1,0.1,7.6,7.5,0.0,,,,,,,,,,,,
1019010,10,85.0,87.0,2.0,83.0,85.0,2.0,5.7,6.0,0.3,6.5,6.9,0.4,,,,,,,,,,,,
1019011,10,91.0,92.0,1.0,100.0,100.0,0.0,5.4,5.9,0.5,6.7,7.0,0.3,,,,,,,,,,,,
1019012,10,61.0,66.0,5.0,70.0,73.0,3.0,5.7,6.0,0.3,6.1,6.6,0.5,,,,,,,,,,0.99,0.99,0.0
1019013,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.9,5.4,0.5,,,
1019014,10,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.3,5.6,0.3,,,
1019015,10,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.5,5.1,0.6,,,
1019016,10,,,,,,,,,,,,,,,,3.8,4.6,0.8,4.3,5.0,0.7,,,
